Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,collection_date,period,granularity
2024-02-22 00:00:00-05:00,144.92999267578125,145.0,142.8000030517578,144.08999633789062,143.92481994628906,27191900,0.0,0.0,2024-08-18,6mo,5d
2024-02-27 00:00:00-05:00,138.02000427246094,139.25,137.08999633789062,138.8800048828125,138.72079467773438,33099200,0.0,0.0,2024-08-18,6mo,5d
2024-03-08 00:00:00-05:00,134.2100067138672,138.08999633789062,134.0,135.41000366210938,135.25477600097656,39343100,0.0,0.0,2024-08-18,6mo,5d
2024-03-13 00:00:00-04:00,139.0,141.08999633789062,138.99000549316406,139.7899932861328,139.62974548339844,23347200,0.0,0.0,2024-08-18,6mo,5d
2024-03-18 00:00:00-04:00,148.61000061035156,152.14999389648438,147.1699981689453,147.67999267578125,147.5106964111328,69273700,0.0,0.0,2024-08-18,6mo,5d
2024-03-28 00:00:00-04:00,150.85000610351562,151.42999267578125,150.1699981689453,150.92999267578125,150.75697326660156,24485400,0.0,0.0,2024-08-18,6mo,5d
2024-04-02 00:00:00-04:00,153.5,154.6999969482422,152.14999389648438,154.55999755859375,154.3828125,24586000,0.0,0.0,2024-08-18,6mo,5d
2024-04-12 00:00:00-04:00,157.9600067138672,160.22000122070312,157.13999938964844,157.72999572753906,157.54917907714844,25329200,0.0,0.0,2024-08-18,6mo,5d
2024-04-17 00:00:00-04:00,155.6199951171875,157.0800018310547,154.5800018310547,155.47000122070312,155.29177856445312,21763100,0.0,0.0,2024-08-18,6mo,5d
2024-04-22 00:00:00-04:00,154.30999755859375,157.63999938964844,154.05999755859375,156.27999877929688,156.10084533691406,26446200,0.0,0.0,2024-08-18,6mo,5d
2024-05-02 00:00:00-04:00,164.7899932861328,166.72999572753906,163.88999938964844,166.6199951171875,166.42898559570312,24294500,0.0,0.0,2024-08-18,6mo,5d
2024-05-07 00:00:00-04:00,168.5,171.75999450683594,168.38999938964844,171.25,171.05368041992188,28039700,0.0,0.0,2024-08-18,6mo,5d
2024-05-17 00:00:00-04:00,174.17999267578125,176.27000427246094,173.69000244140625,176.05999755859375,175.85816955566406,24479300,0.0,0.0,2024-08-18,6mo,5d
2024-05-22 00:00:00-04:00,176.63999938964844,177.14999389648438,175.2100067138672,176.3800048828125,176.1778106689453,17880000,0.0,0.0,2024-08-18,6mo,5d
2024-06-06 00:00:00-04:00,175.89999389648438,177.14999389648438,175.75,176.72999572753906,176.5273895263672,23251000,0.2,0.0,2024-08-18,6mo,5d
2024-06-11 00:00:00-04:00,176.22000122070312,176.83999633789062,173.77000427246094,176.6199951171875,176.6199951171875,21540600,0.0,0.0,2024-08-18,6mo,5d
2024-06-21 00:00:00-04:00,177.0,180.85000610351562,176.61000061035156,179.6300048828125,179.6300048828125,58582700,0.0,0.0,2024-08-18,6mo,5d
2024-06-26 00:00:00-04:00,182.6300048828125,184.50999450683594,182.47999572753906,183.8800048828125,183.8800048828125,19839000,0.0,0.0,2024-08-18,6mo,5d
2024-07-01 00:00:00-04:00,183.02999877929688,183.8800048828125,181.3000030517578,182.99000549316406,182.99000549316406,16006100,0.0,0.0,2024-08-18,6mo,5d
2024-07-11 00:00:00-04:00,189.85000610351562,190.86000061035156,185.0800018310547,185.57000732421875,185.57000732421875,25625800,0.0,0.0,2024-08-18,6mo,5d
2024-07-16 00:00:00-04:00,187.36000061035156,188.67999267578125,183.3699951171875,183.9199981689453,183.9199981689453,18290700,0.0,0.0,2024-08-18,6mo,5d
2024-07-26 00:00:00-04:00,167.14999389648438,168.08999633789062,164.05999755859375,167.0,167.0,41336900,0.0,0.0,2024-08-18,6mo,5d
2024-07-31 00:00:00-04:00,173.24000549316406,174.25,170.00999450683594,171.5399932861328,171.5399932861328,25729100,0.0,0.0,2024-08-18,6mo,5d
2024-08-05 00:00:00-04:00,155.5,164.42999267578125,154.92999267578125,159.25,159.25,53630700,0.0,0.0,2024-08-18,6mo,5d
2024-08-15 00:00:00-04:00,160.5,165.05999755859375,159.61000061035156,162.9600067138672,162.9600067138672,55732947,0.0,0.0,2024-08-18,6mo,5d
